ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID
2103	english	give back	give back	ɡɪv-bæk	ɡ ɪ v + b æ k		2082
1872	german	glass	Glas	ɡlaːs	ɡ l aː s		993
1873	french	glass	verre	vɛʀ	v ɛ ʀ		994
1874	dutch	glass	glas	xlɑs	x l ɑ s		993
1875	english	glass	glass	ɡlɑːs	ɡ l ɑː s		993
1829	german	glue	Leim	laim	l ai m		30
1830	german	glue	Klebstoff	kleːp-ʃtɔf	k l eː p + ʃ t ɔ f		33
1831	french	glue	colle	kɔl	k ɔ l		32
1832	dutch	glue	lijm	lɛɪm	l ɛɪ m		30
1833	english	glue	glue	ɡluː	ɡ l uː		31
1979	german	go	fahren	faːrən	f aː r ə n		130
1980	french	go	aller	ale	a l e		132
1981	dutch	go	gaan	xaːn	x aː n		133
1982	english	go	go	ɡəʊ	ɡ əʊ		133
1995	german	go away, depart	weggehen	vɛk-ɡeːən	v ɛ k + ɡ eː ə n		158
1996	french	go away, depart	partir	paʀtiʀ	p a ʀ t i ʀ		157
1997	dutch	go away, depart	weggaan	wɛ-ɣaːn	w ɛ + ɣ aː n		158
1998	english	go away, depart	leave	liːv	l iː v		156
1987	german	go out	ausgehen	aus-ɡeːən	au s + ɡ eː ə n		1839
1988	french	go out	sortir	sɔʀtiʀ	s ɔ ʀ t i ʀ		1841
1989	dutch	go out	weggaan	wɛ-ɣaːn	w ɛ + ɣ aː n		1839
1990	english	go out	go out	ɡəʊ-aʊt	ɡ əʊ + aʊ t		1839
1054	german	goiter	Kropf	krɔp͡f	k r ɔ pf		2159
1055	french	goiter	goître	ɡwatʀ	ɡ w a t ʀ		2160
1056	dutch	goiter	krop	krɔp	k r ɔ p		2159
1057	english	goiter	goitre	ɡɔɪtər	ɡ ɔ ɪ t ə r		-2160
1847	german	gold	Gold	ɡɔlt	ɡ ɔ l t		1642
1848	french	gold	or	ɔʀ	ɔ ʀ		1643
1849	dutch	gold	goud	xɑut	x ɑu t		1642
1850	english	gold	gold	ɡəʊld	ɡ əʊ l d		1642
558	german	goose	Gans	ɡans	ɡ a n s		2147
559	french	goose	oie	wa	w a		2148
560	dutch	goose	gans	xɑns	x ɑ n s		2147
561	english	goose	goose	ɡuːs	ɡ uː s		2147
1621	german	grain (barley, oats etc)	Getreide	ɡə-traidə	ɡ ə + t r ai d ə		1784
1622	french	grain (barley, oats etc)	grain	ɡʀɛ̃	ɡ ʀ ɛ̃		1785
1623	french	grain (barley, oats etc)	graine	ɡʀɛn	ɡ ʀ ɛ n		1785
1624	dutch	grain (barley, oats etc)	graan	xraːn	x r aː n		-1785
1625	english	grain (barley, oats etc)	grain	ɡreɪn	ɡ r eɪ n		-1785
371	german	granddaughter	Enkelin	ɛŋkəlɪn	ɛ ŋ k ə l ɪ n		1357
372	french	granddaughter	petite-fille	pətit-fij	p ə t i t + f i j		1359
373	dutch	granddaughter	kleindochter	klɛɪn-dɔxtər	k l ɛɪ n + d ɔ x t ə r		1358
374	english	granddaughter	granddaughter	ɡræn-dɔːtər	ɡ r æ n + d ɔː t ə r		1358
355	german	grandfather	Großvater	ɡroːs-faːtər	ɡ r oː s + f aː t ə r		1351
356	french	grandfather	grand-père	ɡʀɑ̃-pɛʀ	ɡ ʀ ɑ̃ + p ɛ ʀ		1351
357	dutch	grandfather	grootvader	xroːt-faːdər	x r oː t + f aː d ə r		1351
358	english	grandfather	grandfather	ɡrænd-fɑːðər	ɡ r æ n d + f ɑː ð ə r		1351
363	german	grandmother	Großmutter	ɡroːs-mʊtər	ɡ r oː s + m ʊ t ə r		1353
364	french	grandmother	grand-mère	ɡʀɑ̃-mɛʀ	ɡ ʀ ɑ̃ + m ɛ ʀ		1353
365	dutch	grandmother	grootmoeder	xroːt-muːdər	x r oː t + m uː d ə r		1353
366	english	grandmother	grandmother	ɡræn-mʌðər	ɡ r æ n + m ʌ ð ə r		1353
367	german	grandson	Enkel	ɛŋkəl	ɛ ŋ k ə l		1354
368	french	grandson	petit-fils	pəti-fis	p ə t i + f i s		1356
369	dutch	grandson	kleinzoon	klɛɪn-zoːn	k l ɛɪ n + z oː n		1355
370	english	grandson	grandson	ɡræn-sʌn	ɡ r æ n + s ʌ n		1355
1638	german	grass	Gras	ɡraːs	ɡ r aː s		1979
1639	french	grass	herbe	ɛʀb	ɛ ʀ b		1980
1640	dutch	grass	gras	xrɑs	x r ɑ s		1979
1641	english	grass	grass	ɡrɑːs	ɡ r ɑː s		1979
1031	german	grave, tomb	Grab	ɡraːp	ɡ r aː p		1885
1032	french	grave, tomb	tombeau	tɔ̃bo	t ɔ̃ b o		1886
1033	dutch	grave, tomb	graf	xrɑf	x r ɑ f		1885
1034	english	grave, tomb	grave	ɡrɑːv	ɡ r ɑː v		1885
1306	german	grease, fat	fett	fɛt	f ɛ t		125
1307	french	grease, fat	graisse	ɡʀɛs	ɡ ʀ ɛ s		126
1308	dutch	grease, fat	vet	vɛt	v ɛ t		125
1309	english	grease, fat	fat	fæt	f æ t		125
1310	english	grease, fat	grease	ɡriːz	ɡ r iː z		-126
94	german	gulf, bay	Meerbusen	meːr-buːzən	m eː r + b uː z ə n		1032
95	german	gulf, bay	Golf	ɡɔlf	ɡ ɔ l f		-1034
96	german	gulf, bay	Bucht	bʊxt	b ʊ x t		1035
97	french	gulf, bay	golfe	ɡɔlf	ɡ ɔ l f		1034
98	french	gulf, bay	baie	bɛ	b ɛ		1033
99	dutch	gulf, bay	baai	baːj	b aː j		-1033
100	english	gulf, bay	bay	beɪ	b eɪ		-1033
711	german	hair (head)	Haar	haːr	h aː r		1813
712	french	hair (head)	cheveu	ʃəvø	ʃ ə v ø		1814
713	dutch	hair (head)	haar	haːr	h aː r		1813
714	english	hair (head)	hair	hɛər	h ɛ ə r		1813
2400	german	half	Hälfte	hɛlftə	h ɛ l f t ə		1968
2401	french	half	moitié	mwatje	m w a t j e		1969
2402	dutch	half	helft	hɛlft	h ɛ l f t		1968
2403	english	half	half	hɑːf	h ɑː f		1968
1819	german	hammer	Hammer	hamər	h a m ə r		657
1820	french	hammer	marteau	maʀto	m a ʀ t o		658
1821	dutch	hammer	hamer	haːmər	h aː m ə r		657
1822	english	hammer	hammer	hæmər	h æ m ə r		657
845	german	hand	Hand	hant	h a n t		601
846	french	hand	main	mɛ̃	m ɛ̃		602
847	dutch	hand	hand	hɑnt	h ɑ n t		601
848	english	hand	hand	hænd	h æ n d		601
1779	german	hang up	aufhängen	auf-hɛŋən	au f + h ɛ ŋ ə n		1577
1780	french	hang up	suspendre	syspɑ̃dʀ	s y s p ɑ̃ d ʀ		1578
1781	dutch	hang up	ophangen	ɔp-hɑŋə	ɔ p + h ɑ ŋ ə		1577
1782	english	hang up	hang	hæŋ	h æ ŋ		1577
1402	german	hat, cap	Hut	huːt	h uː t		1179
1403	german	hat, cap	Mütze	mʏʦə	m ʏ ts ə		1181
1404	french	hat, cap	chapeau	ʃapo	ʃ a p o		1180
1405	dutch	hat, cap	hoed	huːt	h uː t		1179
1406	dutch	hat, cap	muts	mʉʦ	m ʉ ts		1181
1407	english	hat, cap	hat	hæt	h æ t		1179
2065	german	have	haben	haːbən	h aː b ə n		1411
2066	french	have	avoir	avwaʀ	a v w a ʀ		1412
2067	dutch	have	hebben	hɛbə	h ɛ b ə		1411
2068	english	have	have	hæv	h æ v		1411
578	german	hawk	Habicht	haːbɪxt	h aː b ɪ x t		159
579	french	hawk	faucon	fokɔ̃	f o k ɔ̃		161
580	dutch	hawk	havik	haːvɪk	h aː v ɪ k		159
581	english	hawk	hawk	hɔːk	h ɔː k		160
1642	german	hay	Heu	hɔy	h ɔy		1989
1643	french	hay	foin	fwɛ̃	f w ɛ̃		1990
1644	dutch	hay	hooi	hoːj	h oː j		1989
1645	english	hay	hay	heɪ	h eɪ		1989
514	german	he-goat	Bock	bɔk	b ɔ k		1521
515	french	he-goat	bouc	buk	b u k		1521
516	dutch	he-goat	bok	bɔk	b ɔ k		1521
517	english	he-goat	billy-goat	bɪlɪ-ɡəʊt	b ɪ l ɪ + ɡ əʊ t		1522
753	german	head	Kopf	kɔp͡f	k ɔ pf		2176
754	german	head	Haupt	haupt	h au p t		2177
755	french	head	tête	tɛt	t ɛ t		2178
756	dutch	head	hoofd	hoːft	h oː f t		2177
757	english	head	head	hɛd	h ɛ d		2177
109	german	headland, point	Landzunge	lant-ʦʊŋə	l a n t + ts ʊ ŋ ə		336
110	french	headland, point	promontoire	pʀɔmɔ̃twaʀ	p ʀ ɔ m ɔ̃ t w a ʀ		338
111	french	headland, point	pointe	pwɛ̃t	p w ɛ̃ t		339
112	dutch	headland, point	kaap	kaːp	k aː p		337
113	english	headland, point	cape	keɪp	k eɪ p		337
909	german	heart	Herz	hɛrʦ	h ɛ r ts		945
910	french	heart	coeur	kœʀ	k œ ʀ		945
911	dutch	heart	hart	hɑrt	h ɑ r t		945
912	english	heart	heart	hɑːt	h ɑː t		945
883	german	heel	Ferse	fɛrzə	f ɛ r z ə		1239
884	german	heel	Hacke	hakə	h a k ə		1242
885	french	heel	talon	talɔ̃	t a l ɔ̃		1241
886	dutch	heel	hiel	hiːl	h iː l		1240
887	english	heel	heel	hiːl	h iː l		1240
549	german	hen	Huhn	huːn	h uː n		2141
550	french	hen	poule	pul	p u l		2142
551	dutch	hen	hen	hɛn	h ɛ n		2141
552	english	hen	hen	hɛn	h ɛ n		2141
570	german	heron	Reiher	raiər	r ai ə r		169
571	french	heron	héron	eʀɔ̃	e ʀ ɔ̃		171
572	dutch	heron	reiger	rɛɪɣər	r ɛɪ ɣ ə r		169
573	english	heron	heron	hɛrən	h ɛ r ə n		-171
2234	german	high	hoch	hoːx	h oː x		847
2235	french	high	haut	o	o		848
2236	dutch	high	hoog	hoːx	h oː x		847
2237	english	high	high	haɪ	h aɪ		847
933	german	hip	Hüfte	hʏftə	h ʏ f t ə		1606
934	french	hip	hanche	ɑ̃ʃ	ɑ̃ ʃ		1607
935	dutch	hip	heup	høːp	h øː p		1606
936	english	hip	hip	hɪp	h ɪ p		1606
2152	german	hire	anstellen	an-ʃtɛlən	a n + ʃ t ɛ l ə n		827
2153	french	hire	louer	lue	l u e		826
2154	dutch	hire	aanstellen	aːn-stɛlə	aː n + s t ɛ l ə		827
2155	english	hire	hire	haɪər	h aɪ ə r		825
1595	german	hoe	Hacke	hakə	h a k ə		2097
1596	french	hoe	binette	binɛt	b i n ɛ t		2100
1597	dutch	hoe	schoffel	sxɔfəl	s x ɔ f ə l		2099
1598	english	hoe	hoe	həʊ	h əʊ		2097
2078	german	hold	halten	haltən	h a l t ə n		1407
2079	french	hold	tenir	təniʀ	t ə n i ʀ		1406
2080	dutch	hold	vasthouden	vɑst-hɑudə	v ɑ s t + h ɑu d ə		1407
2081	english	hold	hold	həʊld	h əʊ l d		1407
2345	german	hole	Loch	lɔx	l ɔ x		1163
2346	french	hole	trou	tʀu	t ʀ u		1165
2347	dutch	hole	gat	xɑt	x ɑ t		1166
2348	english	hole	hole	həʊl	h əʊ l		1164
1815	german	hollow out	aushöhlen	aus-hɶːlən	au s + h ɶː l ə n		1855
1816	french	hollow out	creuser	kʀøze	k ʀ ø z e		1856
1817	dutch	hollow out	uithollen	œyt-hɔlə	œy t + h ɔ l ə		1855
1818	english	hollow out	hollow	hɔləʊ	h ɔ l əʊ		1855
1315	german	honey	Honig	hoːnɪx	h oː n ɪ x		1659
1316	french	honey	miel	mjɛl	m j ɛ l		1660
1317	dutch	honey	honing	hoːnɪŋ	h oː n ɪ ŋ		1659
1318	english	honey	honey	hʌnɪ	h ʌ n ɪ		1659
2322	german	hook	haken	haːkən	h aː k ə n		584
2323	french	hook	crochet	kʀɔʃɛ	k ʀ ɔ ʃ ɛ		585
2324	dutch	hook	haak	haːk	h aː k		584
2325	english	hook	hook	hʊk	h ʊ k		584
741	german	horn	Horn	hɔrn	h ɔ r n		2032
742	french	horn	corne	kɔʁn	k ɔ ʁ n		2032
743	dutch	horn	hoorn	hoːrn	h oː r n		2032
744	english	horn	horn	hɔːn	h ɔː n		2032
518	german	horse (equine)	Pferd	p͡feːrt	pf eː r t		517
519	german	horse (equine)	Ross	rɔs	r ɔ s		518
520	german	horse (equine)	Gaul	ɡaul	ɡ au l		520
521	french	horse (equine)	cheval	ʃəval	ʃ ə v a l		519
522	dutch	horse (equine)	paard	paːrt	p aː r t		517
523	english	horse (equine)	horse	hɔːs	h ɔː s		6012
2357	german	hundred	hundert	hʊndərt	h ʊ n d ə r t		867
2358	french	hundred	cent	sɑ̃	s ɑ̃		867
2359	dutch	hundred	honderd	hɔndərt	h ɔ n d ə r t		867
2360	english	hundred	hundred	hʌndrəd	h ʌ n d r ə d		867
311	german	husband	Mann	man	m a n		727
312	french	husband	mari	maʀi	m a ʀ i		729
313	french	husband	époux	epu	e p u		731
314	dutch	husband	echtgenoot	ɛxt-xənoːt	ɛ x t + x ə n oː t		730
315	dutch	husband	man	mɑn	m ɑ n		727
316	english	husband	husband	hʌzbənd	h ʌ z b ə n d		728
305	german	infant, baby	Säugling	zɔyk-lɪŋ	z ɔy k + l ɪ ŋ		97
306	german	infant, baby	Baby	beːbiː	b eː b iː		-98
307	french	infant, baby	enfant	ɑ̃fɑ̃	ɑ̃ f ɑ̃		99
308	french	infant, baby	bébé	bebe	b e b e		98
309	dutch	infant, baby	baby	beːbiː	b eː b iː		-98
310	english	infant, baby	baby	beɪbɪ	b eɪ b ɪ		-98
1134	german	intoxicated	betrunken	bə-trʊŋkən	b ə + t r ʊ ŋ k ə n		258
1135	french	intoxicated	ivre	ivʀ	i v ʀ		259
1136	dutch	intoxicated	dronken	drɔŋkə	d r ɔ ŋ k ə		258
1137	english	intoxicated	drunk	drʌŋk	d r ʌ ŋ k		258
1859	german	iron	eisen	aizən	ai z ə n		1633
1860	french	iron	fer	fɛʀ	f ɛ ʀ		1635
1861	dutch	iron	ijzer	ɛɪzər	ɛɪ z ə r		1633
1862	english	iron	iron	aɪrən	aɪ r ə n		1633
1078	german	itch	jucken	jʊkən	j ʊ k ə n		528
1079	french	itch	démangeaison	demɑ̃ʒɛzɔ̃	d e m ɑ̃ ʒ ɛ z ɔ̃		530
1080	dutch	itch	jeuk	jøːk	j øː k		528
1081	english	itch	itch	ɪʧ	ɪ tʃ		529
770	german	jaw	Kiefer	kiːfər	k iː f ə r		1866
771	french	jaw	machoire	mɑʃwaʀ	m ɑ ʃ w a ʀ		1868
772	dutch	jaw	kaak	kaːk	k aː k		1869
773	english	jaw	jaw	ʤɔː	dʒ ɔː		1867
2218	german	join, unite	verbinden	fɛr-bɪndən	f ɛ r + b ɪ n d ə n		2185
2219	french	join, unite	unir	yniʀ	y n i ʀ		2187
2220	dutch	join, unite	verbinden	vər-bɪndə	v ə r + b ɪ n d ə		2185
2221	english	join, unite	join	ʤɔɪn	dʒ ɔ ɪ n		2186
1967	german	jump, leap	springen	ʃprɪŋən	ʃ p r ɪ ŋ ə n		137
1968	french	jump, leap	sauter	sote	s o t e		139
1969	dutch	jump, leap	springen	sprɪŋə	s p r ɪ ŋ ə		137
1970	english	jump, leap	jump	ʤʌmp	dʒ ʌ m p		138
2086	german	keep, retain	behalten	bə-haltən	b ə + h a l t ə n		1397
2087	french	keep, retain	garder	ɡaʀde	ɡ a ʀ d e		1399
2088	french	keep, retain	retenir	ʀətəniʀ	ʀ ə t ə n i ʀ		1400
2089	dutch	keep, retain	houden	hɑudə	h ɑu d ə		1397
2090	english	keep, retain	keep	kiːp	k iː p		1398
1196	german	kettle	Kessel	kɛsəl	k ɛ s ə l		2003
1197	french	kettle	bouilloire	bujwaʀ	b u j w a ʀ		2004
1198	dutch	kettle	ketel	keːtəl	k eː t ə l		2003
1199	english	kettle	kettle	kɛtḷ	k ɛ t l̩		2003
921	german	kidney	Niere	niːrə	n iː r ə		1267
922	french	kidney	rein	ʀɛ̃	ʀ ɛ̃		1269
923	dutch	kidney	nier	niːr	n iː r		1267
924	english	kidney	kidney	kɪdnɪ	k ɪ d n ɪ		1268
1015	german	kill	töten	tɶːtən	t ɶː t ə n		314
1016	german	kill	erschlagen	ɛr-ʃlaːɡən	ɛ r + ʃ l aː ɡ ə n		317
1017	german	kill	umbringen	ʊm-brɪŋən	ʊ m + b r ɪ ŋ ə n		318
1018	french	kill	tuer	tɥe	t ɥ e		6021
1019	dutch	kill	doden	doːdə	d oː d ə		314
1020	english	kill	kill	kɪl	k ɪ l		315
1269	german	knead	kneten	kneːtən	k n eː t ə n		1532
1270	french	knead	pétrir	petʀiʀ	p e t ʀ i ʀ		1533
1271	dutch	knead	kneden	kneːdə	k n eː d ə		1532
1272	english	knead	knead	niːd	n iː d		1532
871	german	knee	Knie	kniː	k n iː		610
872	french	knee	genou	ʒənu	ʒ ə n u		610
873	dutch	knee	knie	kniː	k n iː		610
874	english	knee	knee	niː	n iː		610
1492	german	ladder	Leiter	laitər	l ai t ə r		899
1493	french	ladder	échelle	eʃɛl	e ʃ ɛ l		900
1494	dutch	ladder	ladder	lɑdər	l ɑ d ə r		899
1495	english	ladder	ladder	lædər	l æ d ə r		899
101	german	lagoon	Lagune	laɡuːnə	l a ɡ uː n ə		-335
102	french	lagoon	lagune	laɡyn	l a ɡ y n		335
103	dutch	lagoon	lagune	laːɣyːnə	l aː ɣ yː n ə		-335
104	english	lagoon	lagoon	ləɡuːn	l ə ɡ uː n		-335
90	german	lake	See	zeː	z eː		1029
91	french	lake	lac	lak	l a k		1030
92	dutch	lake	meer	meːr	m eː r		1031
93	english	lake	lake	leɪk	l eɪ k		-1030
1122	german	lame	lahm	laːm	l aː m		276
1123	french	lame	boiteux	bwatø	b w a t ø		277
1124	dutch	lame	lam	lɑm	l ɑ m		276
1125	english	lame	lame	lɑːmeɪ	l ɑː m eɪ		276
1508	german	lamp, torch	Lampe	lampə	l a m p ə		-934
1509	french	lamp, torch	lampe	lɑ̃p	l ɑ̃ p		934
1510	dutch	lamp, torch	lamp	lɑmp	l ɑ m p		-934
1511	english	lamp, torch	lamp	læmp	l æ m p		-934
1469	german	latch, door-bolt	Klinke	klɪŋkə	k l ɪ ŋ k ə		431
1470	french	latch, door-bolt	verrou	vɛʀu	v ɛ ʀ u		433
1471	dutch	latch, door-bolt	klink	klɪŋk	k l ɪ ŋ k		431
1472	english	latch, door-bolt	bolt	bəʊlt	b əʊ l t		435
1113	german	lazy	faul	faul	f au l		270
1114	german	lazy	lässig	lɛsɪx	l ɛ s ɪ x		271
1115	french	lazy	paresseux	paʀɛsø	p a ʀ ɛ s ø		272
1116	dutch	lazy	lui	lœy	l œy		273
1117	english	lazy	lazy	leɪzɪ	l eɪ z ɪ		271
2015	german	lead (vb)	führen	fyːrən	f yː r ə n		1416
2016	german	lead (vb)	leiten	laitən	l ai t ə n		1417
2017	french	lead (vb)	conduire	kɔ̃dɥiʀ	k ɔ̃ d ɥ i ʀ		1419
2018	dutch	lead (vb)	leiden	lɛɪdə	l ɛɪ d ə		1417
2019	english	lead (vb)	lead	liːd	l iː d		1417
1654	german	leaf	Blatt	blat	b l a t		2000
1655	german	leaf	Laub	laup	l au p		2001
1656	french	leaf	feuille	fœj	f œ j		2002
1657	dutch	leaf	blad	blɑt	b l ɑ t		2000
1658	english	leaf	leaf	liːf	l iː f		2001
1362	german	leather	Leder	leːdər	l eː d ə r		2293
1363	french	leather	cuir	kɥiʀ	k ɥ i ʀ		2294
1364	dutch	leather	leer	leːr	l eː r		2293
1365	english	leather	leather	lɛðər	l ɛ ð ə r		2293
858	german	leg	Bein	bain	b ai n		612
859	french	leg	jambe	ʒɑ̃b	ʒ ɑ̃ b		614
860	dutch	leg	been	beːn	b eː n		612
861	english	leg	leg	lɛɡ	l ɛ ɡ		613
977	german	lick	lecken	lɛkən	l ɛ k ə n		1534
978	french	lick	lécher	leʃe	l e ʃ e		1534
979	dutch	lick	likken	lɪkə	l ɪ k ə		1534
980	english	lick	lick	lɪk	l ɪ k		1534
199	german	light (noun)	licht	lɪxt	l ɪ x t		1375
200	german	light (noun)	Beleuchtung	bə-lɔyx-tʊŋ	b ə + l ɔy x + t ʊ ŋ		1377
201	french	light (noun)	lumière	lymjɛʀ	l y m j ɛ ʀ		1375
202	dutch	light (noun)	licht	lɪxt	l ɪ x t		1375
203	english	light (noun)	light	laɪt	l aɪ t		1375
256	german	light, kindle, ignite	anzünden	an-ʦʏndən	a n + ts ʏ n d ə n		1219
257	german	light, kindle, ignite	anstecken	an-ʃtɛkən	a n + ʃ t ɛ k ə n		1222
258	french	light, kindle, ignite	allumer	a-lyme	a + l y m e		1221
259	french	light, kindle, ignite	enflammer	ɑ̃-flame	ɑ̃ + f l a m e		6008
260	dutch	light, kindle, ignite	aansteken	aːn-steːkə	aː n + s t eː k ə		1222
261	english	light, kindle, ignite	light	laɪt	l aɪ t		1220
182	german	lightning	Blitz	blɪʦ	b l ɪ ts		2055
183	french	lightning	éclair	eklɛʀ	e k l ɛ ʀ		2057
184	dutch	lightning	bliksem	blɪksəm	b l ɪ k s ə m		2055
185	english	lightning	lightning	laɪt-nɪŋ	l aɪ t + n ɪ ŋ		2056
1975	german	limp	hinken	hɪŋkən	h ɪ ŋ k ə n		961
1976	french	limp	boiter	bwate	b w a t e		963
1977	dutch	limp	hinken	hɪŋkə	h ɪ ŋ k ə		961
1978	english	limp	limp	lɪmp	l ɪ m p		962
2340	german	line	Strich	ʃtrɪx	ʃ t r ɪ x		1160
2341	french	line	ligne	liɲ	l i ɲ		1161
2342	french	line	rang	ʀɑ̃	ʀ ɑ̃		1162
2343	dutch	line	lijn	lɛɪn	l ɛɪ n		-1161
2344	english	line	line	laɪn	l aɪ n		-1161
1353	german	linen, flax	leinen	lainən	l ai n ə n		2279
1354	german	linen, flax	Flachs	flaks	f l a k s		2282
1355	french	linen, flax	lin	lɛ̃	l ɛ̃		2279
1356	dutch	linen, flax	linnen	lɪnə	l ɪ n ə		2279
1357	english	linen, flax	linen	lɪnɪn	l ɪ n ɪ n		2279
808	german	lip	Lippe	lɪpə	l ɪ p ə		2244
809	french	lip	lèvre	lɛvʀ	l ɛ v ʀ		2244
810	dutch	lip	lip	lɪp	l ɪ p		2244
811	english	lip	lip	lɪp	l ɪ p		2244
2382	german	little (quantity), few	wenig	veːnɪx	v eː n ɪ x		1568
2383	french	little (quantity), few	peu	pø	p ø		1570
2384	dutch	little (quantity), few	weinig	wɛɪnəx	w ɛɪ n ə x		1568
2385	english	little (quantity), few	few	fjuː	f j uː		1569
1005	german	live, living, life	leben	leːbən	l eː b ə n		323
1006	french	live, living, life	vivre	vivʀ	v i v ʀ		325
1007	dutch	live, living, life	leven	leːvə	l eː v ə		323
1008	english	live, living, life	alive	ə-laɪv	ə + l aɪ v		323
917	german	liver	Leber	leːbər	l eː b ə r		947
918	french	liver	foie	fwa	f w a		948
919	dutch	liver	lever	leːvər	l eː v ə r		947
920	english	liver	liver	lɪvər	l ɪ v ə r		947
464	german	livestock	Vieh	viː	v iː		127
465	french	livestock	bétail	betaj	b e t a j		129
466	dutch	livestock	vee	veː	v eː		127
467	english	livestock	livestock	laɪv-stɔk	l aɪ v + s t ɔ k		128
1464	german	lock (noun)	Schloss	ʃlɔs	ʃ l ɔ s		1948
1465	french	lock (noun)	serrure	seʀyʀ	s e ʀ y ʀ		1950
1466	french	lock (noun)	cadenas	kadna	k a d n a		1951
1467	dutch	lock (noun)	slot	slɔt	s l ɔ t		1948
1468	english	lock (noun)	lock	lɔk	l ɔ k		1949
2291	german	long	lang	laŋ	l a ŋ		2020
2292	french	long	long	lɔ̃	l ɔ̃		2020
2293	dutch	long	lang	lɑŋ	l ɑ ŋ		2020
2294	english	long	long	lɔŋ	l ɔ ŋ		2020
2123	german	lose	verlieren	fɛr-liːrən	f ɛ r + l iː r ə n		581
2124	french	lose	perdre	pɛʀdʀ	p ɛ ʀ d ʀ		583
2125	dutch	lose	verliezen	vər-liːzə	v ə r + l iː z ə		581
2126	english	lose	lose	luːz	l uː z		581
653	german	louse	Laus	laus	l au s		1309
654	french	louse	pou	pu	p u		1310
655	dutch	louse	luis	lœys	l œy s		1309
656	dutch	louse	hoofdluis	hoːvd-lœys	h oː v d + l œy s		1309
657	english	louse	louse	laʊs	l aʊ s		1309
2238	german	low	niedrig	niːdrɪx	n iː d r ɪ x		854
2239	french	low	bas	bɑ	b ɑ		856
2240	dutch	low	laag	laːx	l aː x		855
2241	english	low	low	ləʊ	l əʊ		855
1235	german	lunch	Mittagessen	mɪtaːk-ɛsən	m ɪ t aː k + ɛ s ə n		1248
1236	french	lunch	déjeuner	deʒœne	d e ʒ œ n e		1250
1237	dutch	lunch	lunch	lʉnʃ	l ʉ n ʃ		1249
1238	dutch	lunch	middageten	mɪdɑɣ-eːtə	m ɪ d ɑ ɣ + eː t ə		1248
1239	english	lunch	lunch	lʌnʧ	l ʌ n tʃ		-1249
913	german	lung	Lunge	lʊŋə	l ʊ ŋ ə		646
914	french	lung	poumon	pumɔ̃	p u m ɔ̃		647
915	dutch	lung	long	lɔŋ	l ɔ ŋ		646
916	english	lung	lung	lʌŋ	l ʌ ŋ		646
51	german	mainland	Festland	fɛst-lant	f ɛ s t + l a n t		1678
52	french	mainland	continent	kɔ̃tinɑ̃	k ɔ̃ t i n ɑ̃		1680
53	dutch	mainland	vasteland	vɑstə-lɑnt	v ɑ s t ə + l ɑ n t		1678
54	english	mainland	mainland	meɪn-lənd	m eɪ n + l ə n d		1679
284	german	male	männlich	mɛn-lɪx	m ɛ n + l ɪ x		104
285	french	male	mâle	mɑl	m ɑ l		105
286	dutch	male	mannelijk	mɑnə-lək	m ɑ n ə + l ə k		104
287	english	male	male	meɪl	m eɪ l		-105
275	german	man (vs. woman)	Mann	man	m a n		106
276	french	man (vs. woman)	homme	ɔm	ɔ m		107
277	dutch	man (vs. woman)	man	mɑn	m ɑ n		106
278	english	man (vs. woman)	man	mæn	m æ n		106
528	german	mare	Stute	ʃtuːtə	ʃ t uː t ə		511
529	german	mare	Mähre	mɛːrə	m ɛː r ə		512
530	french	mare	jument	ʒymɑ̃	ʒ y m ɑ̃		513
531	dutch	mare	merrie	mɛriː	m ɛ r iː		512
532	english	mare	mare	mɑːreɪ	m ɑː r eɪ		512
329	german	marriage, wedding	Ehe	eː.ə	eː ə		721
330	german	marriage, wedding	Hochzeit	hɔx-ʦait	h ɔ x + ts ai t		725
331	french	marriage, wedding	mariage	maʀjaʒ	m a ʀ j a ʒ		723
332	dutch	marriage, wedding	bruiloft	brœylɔft	b r œy l ɔ f t		724
333	english	marriage, wedding	wedding	wɛdɪŋ	w ɛ d ɪ ŋ		722
325	german	marry	heiraten	hairaːtən	h ai r aː t ə n		732
326	french	marry	épouser	epuze	e p u z e		734
327	dutch	marry	trouwen	trɑuwə	t r ɑu w ə		735
328	english	marry	marry	mærɪ	m æ r ɪ		733
1539	german	mason	Maurer	maurər	m au r ə r		42
1540	french	mason	maçon	masɔ̃	m a s ɔ̃		43
1541	dutch	mason	metselaar	mɛʦəlaːr	m ɛ ts ə l aː r		6034
1542	english	mason	mason	meɪsṇ	m eɪ s n̩		-43
2057	german	mast	Mast	mast	m a s t		1111
2058	french	mast	mât	mɑ	m ɑ		1111
2059	dutch	mast	mast	mɑst	m ɑ s t		1111
2060	english	mast	mast	mɑːst	m ɑː s t		1111
266	german	match (noun)	Streichholz	ʃtraix-hɔlʦ	ʃ t r ai x + h ɔ l ts		1215
267	german	match (noun)	Zündholz	ʦʏnt-hɔlʦ	ts ʏ n t + h ɔ l ts		6009
268	french	match (noun)	allumette	alymɛt	a l y m ɛ t		1217
269	dutch	match (noun)	lucifer	lyːsiːfɛr	l yː s iː f ɛ r		1218
270	english	match (noun)	match	mæʧ	m æ tʃ		1216
