verwijde	nloorsp	commenta	lrsID	nedespel	hduispel	jaarnl	herknl	oorsprnl	nedecog	hduitcog	nedetran	hduitran	herkhdui	oorsphdui
 	buitenlands	land	 	buitenlands	ausländisch	1200	1	1	 	 	b9yt@nlAnts	 	1	1
 	buitenlandse politiek!	 	 	buitenlandse politiek!	aussenpolitik	 	6	2	 	 	b9yt@nlAnts@politik	 	6	2
 	bron	 	 	bron	quelle	1605	1	1	 	 	brOn	 	6	2
 	burgerrecht!	 	 	burger-!	zivil	1201	1	1	 	 	bYrG@r	 	6	2
 	burger	 	 	burger	bürger	1201	1	1	 	 	bYrG@r	 	1	1
 	waarborgen	 	 	waarborgen	verbürgen	1328	1	1	 	 	wa:rbOrG@n	 	1	1
 	boodschap	 	 	boodschap	botschaft	1866	1	1	 	 	bo:tsxAp	 	1	1
 	 	 	 	buur	nachbar	1265	1	1	 	 	byr	 	1	1
 	 	 	 	bureau	schreibtisch	1793	6	2	 	 	byro:	 	2	3
 	bureau	 	 	bureau	büro	1793	6	2	 	 	byro:	 	6	2
 	de	 	 	de	die	1210	1	1	 	 	d@	 	1	1
 	debat	debatteren	 	debat	debatte	1366	6	2	 	 	d@bAt	 	6	2
 	debatteer	 	 	debatteren	debattieren	1366	6	2	 	 	d@bAte:r@n	 	6	2
 	defensie!	 	 	defensie!	verteidigung	1292	2	2	 	 	defEnsi	 	1	1
 	 	 	 	degene	derjenige	1237	1	1	 	 	d@Ge:n@	 	1	1
 	er	 	 	er	da	1237	1	1	 	 	Er	 	1	1
 	dezelfde	zelf	 	dezelfde	dieselbe	901	1	1	 	 	hEtsElfd@	 	1	1
 	 	 	 	nabij!	nah	1357	1	1	 	 	na:bEi	 	1	1
 	 	 	 	dadelijk	sofort	1564	1	1	 	 	da:d@l@k	 	1	1
 	 	 	 	dak	dach	1201	1	1	 	 	dAk	 	1	1
 	daar	 	 	daar	dort	901	1	1	 	 	da:r	 	1	1
 	vervolgens	na	 	daarna	danach	1200	1	1	 	 	da:rna:	 	1	1
 	daarnaast	 	 	daarnaast	daneben	1285	1	1	 	 	da:rna:st	 	1	1
 	derhalve	 	 	derhalve	deshalb	1524	1	1	 	 	dErhAlv@	 	1	1
 	daarom	daar	 	daarom	darum	901	1	1	 	 	da:rOm	 	1	1
 	 	daar	 	vandaar	deswegen	901	1	1	 	 	vAnda:r	 	1	1
 	daarentegen	 	 	daarentegen	demgegenüber	1484	1	1	 	 	da:r@nte:G@n	 	1	1
 	 	 	 	waar	wo	1237	1	1	 	 	wa:r	 	1	1
 	definitief	 	 	definitief	definititiv	1748	6	2	 	 	definitif	 	2	2
 	definiëren!	 	 	definiëren!	definieren	1650	6	2	 	 	definje:r@n	 	2	2
 	dekken	 	 	dekken!	decken	1287	1	1	 	 	dEk@n	 	1	1
 	 	 	 	neer	nieder	1285	1	1	 	 	ne:r	 	1	1
 	 	 	 	neerleggen	hinlegen	1201	1	1	 	 	ne:rlEG@n	 	1	1
 	 	zetten	 	neerzetten	hinsetzen	901	1	1	 	 	ne:rzEt@n	 	1	1
 	democratie	 	 	democratie	demokratie	1600	6	3	 	 	demokra:tsi	 	2	3
 	democratisch	democratie	 	democratisch	demokratisch	1600	6	3	 	 	demokra:tis	 	2	3
 	expert!	 	 	deskundige	sachkundiger	1717	1	1	 	 	dEskYnd@G@	 	1	1
 	gedetailleerd	 	 	gedetailleerd	detailliert	1706	6	2	 	 	G@detAje:rt	 	6	2
 	die	 	 	die	die	901	1	1	 	 	di	 	1	1
 	die	 	 	die	die	901	1	1	 	 	di	 	1	1
 	 	 	 	jou	dir	1330	1	1	 	 	jAu	 	1	1
 	 	 	 	dood	tot	1237	1	1	 	 	do:t	 	1	1
 	 	 	 	doden	töten	1201	1	1	 	 	do:d@n	 	1	1
 	 	 	 	gedeelte	teil	1237	1	1	 	 	G@de:lt@	 	1	1
 	delen!	 	 	delen	teilen	901	1	1	 	 	de:l@	 	1	1
 	deelname	 	 	deelname	teilnahme	901	1	1	 	 	de:lna:m@	 	1	1
 	neem_deel	 	 	deelnemen	teilnehmen	901	1	1	 	 	de:lne:m@n	 	1	1
 	daad	 	 	daad	tat	901	1	1	 	 	da:t	 	1	1
 	dialoog	 	 	dialoog	dialog	1380	2	3	 	 	dialo:x	 	2	3
 	delegatie	delegeren	 	delegatie	delegation	1650	6	2	 	 	del@Ga:tsi	 	2	2
 	dimensie	 	 	dimensie	dimension	1650	6	2	 	 	dimEnsi	 	2	2
 	 	jou	 	jouw	dein	1330	1	1	 	 	jAu	 	1	1
 	dier!	 	 	dier	Tier	901	1	1	 	 	dir	 	1	1
 	 	 	 	directeur	direktor	1631	6	2	 	 	dirEkt2:r	 	2	2
 	direct	 	 	direct	direkt	1647	6	2	 	 	dirEkt	 	2	2
 	richtlijn	direct	 	directief	direktiv	1647	6	2	 	 	dirEktif	 	2	2
 	discriminatie	 	 	discriminatie	diskriminierung	1847	6	2	 	 	dIskrimina:tsi	 	2	2
 	discussie	 	 	discussie	diskussion	1790	6	2	 	 	dIskYsi	 	2	2
 	bespreken	discussie	 	discussiëren	diskutieren	1790	6	2	 	 	dIskysje:r@n	 	2	2
 	die	 	 	die	die	901	1	1	 	 	di	 	1	1
 	dit	 	 	dit	diese	1201	1	1	 	 	dIt	 	1	1
 	deze	 	 	deze	diese	1230	1	1	 	 	de:z@	 	1	1
 	deze	 	 	deze	diese	1230	1	1	 	 	de:z@	 	1	1
 	 	 	 	vaag	vage	1824	6	2	 	 	va:x	 	6	2
 	diep	 	 	diep	tief	901	1	1	 	 	dip	 	1	1
 	 	 	 	duur	teuer	1285	1	1	 	 	dyr	 	1	1
 	 	 	 	jij	du	1617	1	1	 	 	jEi	 	1	1
 	je	 	 	je	du	1601	1	1	 	 	j@	 	1	1
 	 	 	 	deur	tür	901	1	1	 	 	d2:r	 	1	1
 	 	 	 	arts	arzt	1586	2	3	 	 	Arts	 	2	3
 	document	 	 	document	dokument	1614	2	2	 	 	dokymEnt	 	2	2
 	 	 	 	dom	dumm	1425	1	1	 	 	dOm	 	1	1
 	 	 	 	dan	dann	901	1	1	 	 	dAn	 	1	1
 	dan	 	 	dan	dann	901	1	1	 	 	dAn	 	1	1
 	 	 	 	donker	dunkel	901	1	1	 	 	dONk@r	 	1	1
 	 	zelf	 	jezelf	dich selbst	901	1	1	 	 	j@zElf	 	1	1
 	dat	 	 	dat	dass	901	1	1	 	 	dAt	 	1	1
 	dat	 	 	dat	das	901	1	1	 	 	dAt	 	1	1
 	opdat	dat	 	opdat	damit	901	1	1	 	 	OpdAt	 	1	1
 	toch	 	 	toch	doch	1452	1	1	 	 	tOx	 	1	1
 	toch	 	 	toch	trotzdem	1452	1	1	 	 	tOx	 	1	1
 	weliswaar	wel	 	weliswaar	zwar	1236	1	1	 	 	wElIswa:r	 	1	1
 	 	 	 	nochtans	dennoch	1275	1	1	 	 	nOxtAns	 	1	1
 	 	 	 	dochter	tochter	901	1	1	 	 	dOxt@r	 	1	1
 	draag	 	 	dragen	tragen	1236	1	1	 	 	dra:G@n	 	1	1
 	 	 	 	draaien	drehen	1201	1	1	 	 	dra:i@n	 	1	1
 	dramatisch	 	 	dramatisch	dramatisch	1778	2	3	 	 	drama:tis	 	2	3
 	moeilijk	 	 	moeilijk	schwer	1287	1	1	 	 	muil@k	 	1	1
 	moeilijkheid	moeilijk	 	moeilijkheid	schwierigkeit	1287	1	1	 	 	muil@khEit	 	1	1
 	 	 	 	drinken	trinken	901	1	1	 	 	drINk@n	 	1	1
 	 	 	 	drank	trinken	901	1	1	 	 	drANk	 	1	1
 	drijven!	 	 	drijven!	treiben	1220	1	1	 	 	drEiv@n	 	1	1
 	dringend!	 	 	dringend!	dringend	1290	1	1	 	 	drIN@nt	 	1	1
 	 	 	 	druk	druck	1351	1	1	 	 	drYk	 	1	1
 	 	 	 	droog	trocken	1220	1	1	 	 	dro:x	 	1	1
 	 	 	 	drukken	drücken	1201	1	1	 	 	drYk@n	 	1	1
 	toen	 	 	toen	dann	1451	1	1	 	 	tun	 	1	1
 	 	 	 	dansen	tanzen	1201	6	9	 	 	dAns@n	 	6	9
 	doel	 	 	doel	ziel	1258	1	1	 	 	dul	 	1	1
 	doelstelling	doel	 	doelstelling	zielsetzung	1258	1	1	 	 	dulstElIN	 	1	1
 	doelstelling	 	 	doelstelling	ziel	1258	1	1	 	 	dulstElIN	 	1	1
 	 	 	 	dubbel	doppel	1278	6	2	 	 	dYb@l	 	6	2
 	 	 	 	douche	dusche	1847	6	2	 	 	duS	 	6	2
 	 	 	 	toen	als	1636	1	1	 	 	tun	 	1	1
 	doen	 	 	doen	tun	901	1	1	 	 	dun	 	1	1
 	bezig	 	 	bezig	tätig	1240	1	1	 	 	be:z@x	 	1	1
 	houd_bezig	bezig	 	bezighouden	beschäftigen	1240	1	1	 	 	be:z@GhAud@n	 	1	1
 	 	 	 	durven	wagen	1200	1	1	 	 	dYrv@n	 	1	1
 	 	 	 	duren	dauern	1220	6	2	 	 	dyr@	 	5	2
 	duur_voort	 	 	duren	dauern	1220	6	2	 	 	dyr@	 	5	2
 	 	 	 	duur	dauer	1642	6	2	 	 	dyr	 	5	2
 	duurzaam	duur	 	duurzaam	nachhaltig	1642	6	2	 	 	dyrza:m	 	1	1
 	duidelijk	 	 	duidelijk	deutlich	1557	1	1	 	 	d9yd@l@k	 	1	1
 	duidelijk	 	 	klaarblijkelijk	offenbar	 	2	2	 	 	d9yd@l@k	 	1	1
 	 	 	 	dus	so	1201	1	1	 	 	dYs	 	1	1
 	dus	 	 	dus	also	1201	1	1	 	 	dYs	 	1	1
 	dus	 	 	dus	demnach	1201	1	1	 	 	dYs	 	1	1
 	 	 	 	zodanig	solch	1276	1	1	 	 	zo:da:n@x	 	1	1
 	zodanig	 	 	zodanig	derartig	1276	1	1	 	 	zo:da:n@x	 	1	1
 	effect	 	 	effect	effekt	1456	2	2	 	 	EfEkt	 	2	2
 	efficiënt	 	 	effectief	effektiv	1669	6	2	 	 	EfEktif	 	6	2
 	sprake	effectief	 	effectiviteit	effektivität	1669	6	2	 	 	EfEktivitEit	 	6	2
 	even!	 	 	even	kurz	1201	1	1	 	 	e:v@n	 	2	2
 	 	grond	 	achtergrond	hintergrund	1220	1	1	 	 	Axt@rGrOnt	 	1	1
 	 	achter	 	achteraf	hinterher	801	1	1	 	 	Axt@rAf	 	1	1
 	eigen	 	 	eigen	eigen	1210	1	1	 	 	EiG@n	 	1	1
 	eigenschap	 	 	eigenschap	eigenschaft	1461	1	1	 	 	 	 	1	1
 	eind	 	 	eind	ende	901	1	1	 	 	Eint	 	1	1
 	 	 	 	eindigen	enden	1395	1	1	 	 	Eind@G@n	 	1	1
 	 	 	 	eigenlijk	eigentlich	1201	1	1	 	 	EiG@nl@k	 	1	1
 	eindelijk	einde	 	eindelijk	endlich	901	1	1	 	 	Eind@l@k	 	1	1
 	tenslotte	slot	 	tenslotte	schliesslich	1201	1	1	 	 	tEnslOt@	 	1	1
 	 	 	 	ook	auch	851	1	1	 	 	o:k	 	1	1
 	ecologisch	ecologie	 	ecologisch	ökologisch	1926	8	3	 	 	ekoloGis	 	3	3
 	economie	 	 	economie	ökonomie	1665	2	3	 	 	ekonomi	 	2	3
 	economisch	economie	 	economisch	wirtschaftlich	1665	6	3	 	 	ekonomis	 	1	1
 	precies!	 	 	exact	exakt	1652	6	2	 	 	EkzAkt	 	2	2
 	besta	 	 	existeren	existieren	1650	6	2	 	 	Ekziste:r@n	 	2	2
 	extern	 	 	extern	extern	1669	6	2	 	 	EkstErn	 	2	2
 	extra	 	 	extra	extra	1658	2	2	 	 	Ekstra:	 	2	2
 	elektronisch!	 	 	elektronisch!	elektronisch	1926	3	3	 	 	elEktronis	 	3	3
 	elk	 	 	elk	jeder	1220	1	1	 	 	Elk	 	1	1
 	ieder	 	 	ieder	jeder	1477	1	1	 	 	id@r	 	1	1
 	iedereen	ieder	 	iedereen	jeder	1477	1	1	 	 	id@re:n	 	1	1
 	 	 	 	elkaar	einander	1285	1	1	 	 	Elka:r	 	1	1
 	elkaar	 	 	elkaar	einander	1285	1	1	 	 	Elka:r	 	1	1
 	en	 	 	en	und	901	1	1	 	 	En	 	1	1
 	energie	 	 	energie	energie	1668	6	3	 	 	enErzji	 	6	3
 	en	mede	 	alsmede	sowie	1236	1	1	 	 	Alsme:d@	 	1	1
 	 	voort	 	enzovoort	und so fort	901	1	1	 	 	Enzo:vo:rt	 	1	1
 	erkennen	 	 	erkennen	anerkennen	1376	1	1	 	 	ErkEn@n	 	1	1
 	erkenning!	erkennen	 	erkenning!	anerkennung	1376	1	1	 	 	ErkEnIN	 	1	1
 	 	 	 	erts	erz	1556	8	9	 	 	Erts	 	9	9
 	essentieel	essentie	 	essentieel	wesentlich	1501	2	3	 	 	EsEnsje:l	 	1	1
 	etnisch	 	 	etnisch	ethnisch	1847	6	3	 	 	Etnis	 	3	3
 	evaluatie	evalueren	 	evaluatie	evaluation	1650	6	2	 	 	evalya:tsi	 	6	2
 	 	 	 	echt	echt	901	1	1	 	 	Ext	 	5	1
 	verbied	 	 	verbieden	verbieten	1236	1	1	 	 	v@rbid@n	 	1	1
 	verbinden	band	 	verbinden	verbinden	1201	1	1	 	 	v@rbInd@n	 	1	1
 	blijf	blijven	 	verblijven	sich aufhalten	901	1	1	 	 	v@rblEiv@n	 	1	1
 	verband	band	 	verband	verband	1201	1	1	 	 	v@rbAnt	 	1	1
 	verbod	verbieden	 	verbod	verbot	1236	1	1	 	 	v@rbOt	 	1	1
 	verdedigen	 	 	verdedigen	verteidigen	1591	1	1	 	 	v@rde:d@G@n	 	1	1
 	 	 	 	verdieping	stock	1638	1	1	 	 	v@rdipIN	 	1	1
 	verdragen	dragen	 	verdragen	ertragen	1236	1	1	 	 	v@rdra:G@n	 	1	1
 	verdrag	 	 	verdrag	vertrag	1483	1	1	 	 	v@rdrAx	 	1	1
 	verdwijn	 	 	verdwijnen	verschwinden	1290	1	1	 	 	v@rdwEin@n	 	1	1
 	vervang	vangen	 	vervangen	ersetzen	1279	1	1	 	 	v@rvAN@n	 	1	1
 	 	vervelen	 	vervelend	langweilig	1350	1	1	 	 	v@rve:l@nt	 	1	1
 	 	 	 	saai	langweilig	1866	6	2	 	 	sa:i	 	1	1
 	ontdekken!	vatten	 	hervatten!	wiederaufnehmen	1477	1	1	 	 	hErvAt@n	 	1	1
 	vervullen	vullen	 	vervullen	erfüllen	1201	1	1	 	 	v@rvYl@n	 	1	1
 	 	gelijk	 	vergelijken	vergleichen	901	1	1	 	 	v@rG@lEik@n	 	1	1
 	 	 	 	gratis	gratis	1689	2	2	 	 	Grat@s	 	2	2
 	vergroten	groot	 	vergroten	vergrössern	1200	1	1	 	 	v@rGro:t@n	 	1	1
 	 	huis	 	verhuizen	umziehen	901	1	1	 	 	v@rh9yz@n	 	1	1
 	vergeet	 	 	vergeten	vergessen	901	1	1	 	 	v@rGe:t@n	 	1	1
 	 	 	 	verkopen	verkaufen	1220	2	2	 	 	v@rko:p@n	 	2	2
 	verkeer	 	 	verkeer	verkehr	1843	1	1	 	 	v@rke:r	 	1	1
 	 	 	 	fout	FALSCH	1265	6	2	 	 	fAut	 	6	2
 	 	 	 	verkeerd	verkehrt	1265	1	1	 	 	v@rke:rt	 	1	1
 	verkeerd	 	 	verkeerd	verkehrt	1265	1	1	 	 	v@rke:rt	 	1	1
 	verkiezing	kiezen	 	verkiezing	wahl	1201	1	1	 	 	v@rkizIN	 	1	1
 	verklaren	 	 	verklaren	erklären	1200	2	2	 	 	v@rkla:r@n	 	2	2
 	verleen	 	 	verlenen	gewähren	1254	1	1	 	 	v@rle:n@n	 	1	1
 	verlies	 	 	verliezen	verlieren	1201	1	1	 	 	v@rliz@n	 	1	1
 	verleden	lijden	 	verleden	vergangenheit	901	1	1	 	 	v@rle:d@n	 	1	1
 	 	minder	 	vermindering!	verminderung	1287	1	1	 	 	v@rmInd@rIN	 	1	1
 	verminderen	minder	 	verminderen	vermindern	1287	1	1	 	 	v@rmInd@r@n	 	1	1
 	hernieuwbar!	nieuw	 	hernieuwbaar!	erneuerbar	1200	1	1	 	 	hErniuba:r	 	1	1
 	vernietigen!	 	 	vernietigen!	vernichten	1557	1	1	 	 	v@rnit@G@n	 	1	1
 	verplaatsen	plaats	 	verplaatsen	umräumen	1285	6	2	 	 	v@rpla:ts@n	 	1	1
 	 	plicht	 	verplicht	verpflichtet	1265	1	1	 	 	v@rplixt	 	1	1
 	verplicht	plicht	 	verplicht	verpflichtet	1265	1	1	 	 	v@rplIxt	 	1	1
 	 	plicht	 	verplichten	verpflichten	1265	1	1	 	 	v@rplIxt@n	 	1	1
 	verantwoordelijk	antwoord	 	verantwoordelijk	verantwortung	1220	1	1	 	 	v@rAntwo:rd@l@k	 	1	1
 	verantwoordelijkheid	antwoord	 	verantwoordelijkheid	verantwortlichkeit	1220	1	1	 	 	v@rAntwo:rd@l@khEit	 	1	1
 	betrekking	trekken	 	verband	verbindung	1201	1	1	 	 	v@rbAnt	 	1	1
 	 	 	 	verhaal	erzählung	1640	1	1	 	 	v@rha:l	 	1	1
 	verhogen	hoog	 	verhogen	erhöhen	901	1	1	 	 	v@rho:G@n	 	1	1
 	voorkom	hinder	 	verhinderen	hindern	1297	1	1	 	 	v@rhInd@r@n	 	1	1
 	verheugen	 	 	verheugen	freuen	1265	1	1	 	 	v@rh2:G@n	 	1	1
 	verzoenen!	 	 	verenigen!	vereinigen	1351	1	1	 	 	v@re:n@G@n	 	1	1
 	verenigde	verenigen	 	verenigd	vereint	1351	1	1	 	 	v@re:n@xt	 	1	1
 	vereisen	eisen	 	vereisen	erfordern	1201	1	1	 	 	v@rEis@n	 	1	1
 	verlopen	lopen	 	verlopen	vergehen	901	1	1	 	 	v@rlo:p@n	 	1	1
 	veroordeel	oordeel	 	veroordelen	verurteilen	1201	1	1	 	 	v@ro:rde:l@n	 	1	1
 	verandering	ander	 	verandering	änderung	901	1	1	 	 	v@rAnd@rIN	 	1	1
 	wijziging	ander	 	wijziging	änderung	1285	1	1	 	 	v@rAnd@rIN	 	1	1
 	verander	ander	 	veranderen	ändern	901	1	1	 	 	v@rAnd@r@n	 	1	1
 	wijzigen	ander	 	veranderen	ändern	1285	1	1	 	 	v@rAnd@r@n	 	1	1
 	veroorzaak	oorzaak	 	veroorzaken	verursachen	1401	1	1	 	 	v@ro:rza:k@n	 	1	1
 	verordening	verordonneren	 	verordening	verordnung	1520	6	2	 	 	v@rOrd@nIN	 	2	2
 	verzeker	zeker	 	verzekeren	sichern	1201	2	2	 	 	v@rze:k@r@n	 	2	2
 	verzeker	zeker	 	verzekeren	versichern	1201	2	2	 	 	v@rze:k@r@n	 	2	2
 	zorg	zeker	 	verzekeren	sicherstellen	1201	2	2	 	 	v@rze:k@r@n	 	2	2
 	verzet	zetten	 	verzetten	versetzen	901	1	1	 	 	v@rzEt@n	 	1	1
 	verzoek	zoeken	 	verzoek	gesuch	901	1	1	 	 	v@rzuk	 	1	1
 	verzoek	zoeken	 	verzoek	bitte	901	1	1	 	 	v@rzuk	 	1	1
 	verzoeken	zoeken	 	verzoeken	bitten	901	1	1	 	 	v@rzuk@n	 	1	1
 	verstrek	strekken	 	verstrekken	verschaffen	1266	1	1	 	 	v@rstrEk@n	 	1	1
 	diversiteit	 	 	diversiteit	verschiedenheit	1540	6	2	 	 	divErzitEit	 	2	2
 	allerlei	 	 	diverse	diverse	1272	6	2	 	 	divErz@	 	2	2
 	verschil	 	 	verschil	unterschied	1485	1	1	 	 	v@rsxIl	 	1	1
 	 	verschil	 	verschillen	sich unterschieden	1485	1	1	 	 	v@rsxIl@n	 	1	1
 	verschillende	verschil	 	verschillend	verschieden	1485	1	1	 	 	v@rsxIl@nt	 	1	1
 	verschillende	verschil	 	verschillend	unterschiedlich	1485	1	1	 	 	v@rsxIl@nt	 	1	1
 	verslag	 	 	verslag	bericht	1451	1	1	 	 	v@rslAx	 	1	1
 	verwerpen	werpen	 	verwerpen	verwerfen	901	1	1	 	 	v@rwErp@n	 	1	1
 	vervuiling	verontreinigen	 	verontreiniging	veruntreinigung	1553	1	1	 	 	v@rOntrEin@GIN	 	1	1
 	verstandig!	verstand	 	verstandig!	verständig	1345	1	1	 	 	v@rstAnd@x	 	1	1
 	verstandige!	verstand	 	verstandig!	vernünftig	1345	1	1	 	 	v@rstAnd@x	 	1	1
 	versterken	sterk	 	versterken	stärken	901	1	1	 	 	v@rstErk@n	 	1	1
 	versterking	sterk	 	versterking	stärkung	901	1	1	 	 	v@rstErkIN	 	1	1
 	versterk	sterk	 	versterken	verstärken	901	1	1	 	 	v@rstErk@n	 	1	1
 	begrijpen	 	 	verstaan	verstehen	1200	1	1	 	 	v@rsta:n	 	1	1
 	 	 	 	vertalen	übersetzen	1420	1	1	 	 	v@rta:l@n	 	1	1
 	 	tellen	 	vertellen	erzählen	901	1	1	 	 	v@rtEl@n	 	1	1
 	vertraging	traag	 	vertraging	verspätung	1201	1	1	 	 	v@rtra:GIN	 	1	1
 	vertrouwen	trouw	 	vertrouwen	vertrauen	1291	1	1	 	 	v@rtrAuw@n	 	1	1
 	 	verdienste	 	verdienen	verdienen	1360	1	1	 	 	v@rdin@n	 	1	1
 	verdien	verdienste	 	verdienen	verdienen	1360	1	1	 	 	v@rdin@n	 	1	1
 	vertegenwoordiger	tegenwoordig	 	vertegenwoordiger	vertretung	1200	1	1	 	 	v@rte:G@nwo:rd@G@r	 	1	1
 	vertegenwoordig	tegenwoordig	 	vertegenwoordigen	vertreten	1200	1	1	 	 	v@rte:G@nwo:rd@G@n	 	1	1
 	verwachting	wacht	 	verwachting	erwartung	1201	1	1	 	 	v@rwAxtIN	 	1	1
 	verwacht	wacht	 	verwachten	erwarten	1201	1	1	 	 	v@rwAxt@n	 	1	1
 	verwezenlijk	wezen	 	verwezenlijken	verwirklichen	1265	1	1	 	 	v@rwe:z@nl@k@n	 	1	1
 	verwijs	wijzen	 	verwijzen	verweisen	901	1	1	 	 	v@rwEiz@n	 	1	1
 	!	 	 	verwelkomen!	willkommen heissen	1260	1	1	 	 	v@rwElkOm@n	 	1	1
 	 	 	 	fuif	party	1884	9	9	 	 	f9yf	 	7	6
 	 	 	 	dikwijls	oft	1514	1	1	 	 	dIkw@ls	 	1	1
 	vaak!	 	 	vaak	oft	1324	1	1	 	 	va:k	 	1	1
 	 	 	 	vaak	oft	1324	1	1	 	 	va:k	 	1	1
 	 	 	 	meid	mädchen	1488	1	1	 	 	mEit	 	1	1
 	fabrikanten	 	 	fabrikant	fabrikant	1782	8	2	 	 	fAbrikAnt	 	6	2
 	 	 	 	vakantie	ferien	1462	2	2	 	 	vakAnsi	 	2	2
 	munt	 	 	valuta	währung	1669	5	2	 	 	valyta	 	1	1
 	valutaprobleem!	valuta	 	valutakwestie!	währungsfrage	1669	5	2	 	 	valytakwEsti	 	1	1
 	 	 	 	familie	familie	1291	2	2	 	 	famili	 	2	2
 	van	 	 	van	von	901	1	1	 	 	vAn	 	1	1
 	van	 	 	van	von	901	1	1	 	 	vAn	 	1	1
 	 	avond	 	vanavond	heute abend	901	1	1	 	 	vAna:vOnt	 	1	1
 	 	 	 	vanmiddag	heute nachmittag	901	1	1	 	 	vAnmIdAx	 	1	1
 	 	morgen	 	vanmorgen	heute morgen	901	1	1	 	 	vAnmOrG@n	 	1	1
 	 	ochtend	 	vanochtend	heute morgen	1351	1	1	 	 	vAnOxt@nt	 	1	1
 	vanochtend!	 	 	vanochtend!	heute vormittag	1351	1	1	 	 	vAnOxt@nt	 	1	1
 	belangrijk	 	 	van betekenis	bedeutend	1240	1	1	 	 	vAnb@te:k@nIs	 	1	1
 	 	hart	 	van harte	herzlich	901	1	1	 	 	vAnhArt@	 	1	1
 	meerjarig!	meerderjarig	 	meerjarig!	mehrjährig	1599	1	1	 	 	me:rja:r@x	 	1	1
 	van	 	 	vanaf	von an	901	1	1	 	 	vAnAf	 	1	1
 	vanaf	 	 	vanaf	von an	1828	1	1	 	 	vAnAf	 	1	1
 	 	zelf	 	vanzelf	von sich aus	901	1	1	 	 	vAnzElf	 	1	1
 	natuurlijk	natuur	 	natuurlijk	selbstverständlich	1201	6	2	 	 	natyrl@k	 	1	1
 	natuurlijk!	natuur	 	natuurlijk!	natürlich	1201	6	2	 	 	naytrl@k	 	2	2
 	uiteraard	spreken	 	vanzelfsprekend	selbstverständlich	901	1	1	 	 	vAnzElfspre:k@nt	 	1	1
 	tevoren!	voor	 	van tevoren!	zuvor	901	1	1	 	 	vant@vo:r@n	 	1	1
 	 	 	 	fantastisch	fantastisch	1824	6	3	 	 	fAntAstis	 	2	3
 	vanwege	weg	 	vanwege	wegen	901	1	1	 	 	vAnwe:G@	 	1	1
 	vanuit	 	 	vanuit	aus	1626	1	1	 	 	vAn9yt	 	1	1
 	varen	 	 	varen	fahren	1226	1	1	 	 	va:r@n	 	1	1
 	raam	 	 	venster	fenster	1201	2	2	 	 	vEnst@r	 	2	2
 	 	 	 	vent	kerl	1437	1	1	 	 	vEnt	 	1	1
 	vast	 	 	vast	fest	1237	1	1	 	 	vAst	 	1	1
 	leg_vast	leggen	 	vastleggen	festlegen	1201	1	1	 	 	vAstlEG@n	 	1	1
 	vaststellen!	stellen	 	vaststellen	festlegen	1260	1	1	 	 	vAststEl@n	 	1	1
 	stellen	stellen	 	vaststellen	festsetzen	1260	1	1	 	 	vAststEl@n	 	1	1
 	vaststellen!	 	 	vaststellen!	festlegen	1260	1	1	 	 	vAststEl@n	 	1	1
 	vaststelling	stellen	 	vaststelling	festlegung	1260	1	1	 	 	vAststElIN	 	1	1
 	februari	 	 	februari	februari	1287	2	2	 	 	febrywa:ri	 	2	2
 	 	 	 	vegen	wischen	1201	1	1	 	 	ve:G@n	 	1	1
 	veilig	 	 	veilig	sicher	1423	1	1	 	 	vEil@x	 	2	2
 	veiligheidsbeleid!	veilig	 	veiligheidsbeleid!	sicherheitspolitik	1423	1	1	 	 	vEl@xhEitsb@lEit	 	2	2
 	 	 	 	fijn	fein	1265	6	2	 	 	fEin	 	6	2
 	gegeven	 	 	feit	tatsache	1294	6	2	 	 	fEit	 	7	2
 	feit	 	 	feit	fakt	1570	6	2	 	 	fEit	 	2	2
 	 	 	 	gegeven	fakt	1872	1	1	 	 	G@ge:v@n	 	2	2
 	feit	feit	 	feitelijk	tatsächlich	1294	6	2	 	 	fEit@l@k	 	2	2
 	 	 	 	in feite	faktisch	1294	6	2	 	 	InfEite	 	2	2
 	feliciteer	 	 	feliciteren	gratulieren	1688	6	2	 	 	felisite:r@n	 	2	2
 	vestigen	 	 	vestigen	errichten	1323	1	1	 	 	vEst@G@n	 	1	1
 	 	 	 	vet	fett	1287	1	1	 	 	vEt	 	1	1
 	vet	 	 	vet	Fett	1287	1	1	 	 	vEt	 	1	1
 	nemen!	 	 	vatten!	fassen	1477	1	1	 	 	vAt@n	 	1	1
 	 	 	 	vijf	fünf	1220	1	1	 	 	vEif	 	1	1
 	 	 	 	vies	schmutzig	1617	9	9	 	 	vis	 	1	1
 	verdere	ver	 	verder	weiter	901	1	1	 	 	vErd@r	 	1	1
 	verder!	ver	 	verder!	weiter	901	1	1	 	 	vErd@r	 	1	1
 	voelen	 	 	voelen	fühlen	1350	1	1	 	 	vul@n	 	1	1
 	 	 	 	ver	fern	901	1	1	 	 	vEr	 	1	1
 	 	 	 	ver	weit	901	1	1	 	 	vEr	 	1	1
 	 	 	 	vieren	feiern	1285	2	2	 	 	vir@n	 	2	2
 	voeren	 	 	voeren	führen	1201	1	1	 	 	vur@n	 	1	1
 	via	 	 	via	via	1847	2	2	 	 	via:	 	2	2
 	 	 	 	video	videorekorder	1950	7	2	 	 	video	 	7	2
